# {"t_start": 1540955964.4038858, "env_id": 0} 
r,l,t
-315.168008,50,48.326601
-317.897258,59,89.028591
-325.782077,53,138.970768
-151.381918,45,180.444496
-160.770555,53,226.342472
-118.096413,40,265.92662
-95.400736,40,308.217403
-322.64652,52,347.59297
-372.901413,53,390.476128
-312.462786,50,426.608279
-37.087672,34,452.125047
-313.233983,50,489.41157
-133.250304,43,521.461784
10.644282,27,580.522213
15.580211,25,637.494765
16.648382,24,691.540723
