# {"t_start": 1540955964.4493418, "env_id": 0} 
r,l,t
-322.157155,50,48.316661
-325.875851,60,89.267704
-365.333134,55,139.900367
-336.103415,63,193.67936
-7.113507,35,229.677268
-139.936826,44,273.036895
-343.581847,56,326.883191
-305.628424,49,362.649649
-373.390728,55,405.114178
-324.076682,49,439.461103
-65.084465,38,470.029504
-322.827908,50,508.441236
-124.450352,43,566.007463
18.248951,25,622.021018
20.427297,23,673.729688
