# {"t_start": 1540955964.5523355, "env_id": 0} 
r,l,t
-311.389294,50,48.491743
-326.245811,57,85.508842
-284.204833,58,140.00009
-353.670745,57,190.005023
8.595343,32,220.935998
-140.151819,42,264.306209
-310.631717,52,313.008682
-328.918375,51,353.637759
-113.116779,43,386.054415
-336.608945,50,422.314059
-70.239832,37,452.069679
-232.106209,47,484.385143
-78.963373,38,516.464812
-40.495355,34,570.397128
10.770255,27,640.707341
19.73746,23,694.294739
