# {"t_start": 1540955964.3543148, "env_id": 0} 
r,l,t
-314.778439,50,48.36888
-323.997438,60,89.273904
-303.482807,61,145.530117
-245.098237,54,192.344112
6.352171,33,225.230068
-224.384646,47,271.674724
-165.12228,43,312.927477
-330.685841,51,353.562191
-261.124898,50,392.256486
-133.172818,41,421.154852
-62.623713,37,447.984469
-306.949477,49,484.309517
-171.91747,45,520.519222
10.385714,27,569.88489
11.9356,26,637.326272
19.359441,24,690.469208
