# {"t_start": 1540955964.648874, "env_id": 0} 
r,l,t
-319.741465,50,48.459334
-346.27222,59,89.176724
-319.324995,56,140.008039
-305.383391,61,192.695654
2.036595,34,226.950911
-188.060093,47,273.177764
-352.848679,56,327.148343
-295.039896,48,362.245629
-375.347433,54,404.217001
-300.324594,49,438.534056
-26.61543,31,462.414532
-167.384226,45,497.601781
-48.869116,35,529.708884
9.923435,26,589.004909
12.91178,25,646.935142
20.031702,23,695.159095
