# {"t_start": 1540955964.6922858, "env_id": 0} 
r,l,t
-312.783853,50,48.422508
-320.882061,59,89.090543
-300.6357,57,140.343329
-254.335729,55,189.577945
-5.79889,35,223.095413
-306.774071,58,280.965384
-367.051984,55,330.733805
-370.513081,53,372.270557
-233.89947,47,409.186046
-86.280529,39,436.189181
-65.605009,38,462.710339
-60.202749,36,491.017885
-82.662711,40,521.449287
17.562999,25,568.117277
18.293599,25,624.737479
21.063937,23,673.580275
